doc_id	Relation_Type	Identifier_1	Identifier_2	Novelty
33862306	Association	925	3458	No
33862306	Association	D009369	925	Novel
33862306	Association	925	3558	No
33862306	Association	7124	D009369	Novel
33863776	Association	D008228	19645	No
33863776	Negative_Correlation	D009369	22059	No
33863776	Positive_Correlation	D013629	D010051	No
33863776	Association	D063646	22059	No
33863776	Negative_Correlation	D009369	19645	No
33863776	Positive_Correlation	D013629	D063646	No
33863776	Positive_Correlation	D013629	D008228	No
33863776	Association	D013629	18015	No
33863776	Association	D009369	22059	No
33863776	Association	D008228	12189	No
33863776	Positive_Correlation	D013629	D009369	No
33863776	Association	D063646	12189	No
33863776	Association	D063646	19645	No
33863776	Association	D008228	18015	No
33863776	Negative_Correlation	D009369	18015	No
33863776	Association	D063646	18015	No
33863776	Association	D009369	19645	No
33863776	Negative_Correlation	D009369	12189	No
33863776	Association	D009369	12189	No
33863776	Association	D008228	22059	No
33864929	Association	D003866	14652	No
33864929	Association	D003924	14526	No
33864929	Association	D009765	14526	No
33864929	Positive_Correlation	D000077270	14652	No
33864929	Negative_Correlation	D003924	14526	No
33865500	Association	D012964	D015430	Novel
33871064	Association	D009243	D000090862	Novel
33871064	Association	D008070	D007249	No
33871064	Negative_Correlation	C018613	D008070	Novel
33871064	Positive_Correlation	D008070	12494	Novel
33871064	Association	D009243	D002118	No
33871064	Negative_Correlation	D008070	D047310	Novel
33871064	Positive_Correlation	C018613	D009243	Novel
33871064	Negative_Correlation	D047310	12494	No
33871064	Negative_Correlation	D008070	D009243	Novel
33871064	Negative_Correlation	D009243	12494	No
33871064	Negative_Correlation	D047310	D019636	Novel
33871064	Positive_Correlation	D009243	D047310	Novel
33871064	Positive_Correlation	D003471	12494	No
33871064	Positive_Correlation	D008070	D000090862	No
33871064	Negative_Correlation	C018613	D019636	Novel
33871064	Positive_Correlation	D008070	D007249	No
33871064	Positive_Correlation	D008070	D019636	No
33871064	Positive_Correlation	D003471	D003711	No
33871064	Positive_Correlation	D007249	D008070	No
33871064	Negative_Correlation	C018613	D007249	Novel
33871064	Positive_Correlation	D003471	D000090862	No
33871064	Negative_Correlation	D009243	D007249	Novel
33871064	Negative_Correlation	C018613	D000090862	Novel
33871064	Negative_Correlation	D047310	D007249	Novel
33871064	Positive_Correlation	D009243	D000090862	Novel
33872013	Association	D000544	4137	No
33872013	Association	D020961	203068	Novel
33872013	Association	D019636	351	No
33872013	Association	D000544	203068	Novel
33872013	Association	D008239	D019636	Novel
33872042	Association	D018805	1731	No
33872042	Association	D019344	1731	Novel
33872443	Negative_Correlation	D017984	D007249	Novel
33872443	Negative_Correlation	D017984	C000705967	Novel
33872443	Negative_Correlation	D001241	C000705967	No
33872443	Positive_Correlation	C000705967	2244	Novel
33872443	Cotreatment	D017984	D001241	Novel
33872443	Positive_Correlation	D013927	D001241	Novel
33872443	Association	C000705967	2244	Novel
33872590	Association	D007249	3569	Novel
33872590	Positive_Correlation	D000086382	3569	No
33872590	Association	D007249	3569	Novel
33878394	Association	1956	6194	No
33878394	Association	595	6194	No
33878394	Association	D009369	3845	No
33878394	Association	rs121913529	D009369	No
33878394	Association	D000077195	595	No
33878394	Association	D000077195	1019	Novel
33878394	Negative_Correlation	D000077716	20104	Novel
33878394	Negative_Correlation	C500026	D000077195	No
33878394	Association	7157	D009369	No
33878394	Association	D009369	6194	Novel
33878394	Association	D000077195	1956	Novel
33878394	Negative_Correlation	D000077716	D000077195	Novel
33878394	Association	1956	D009369	No
33878394	Cotreatment	C500026	D000077716	No
33878394	Negative_Correlation	D000077716	6194	Novel
33878394	Negative_Correlation	C500026	20104	Novel
33878394	Association	D000077195	1021	Novel
33878394	Negative_Correlation	C500026	6194	Novel
33878394	Association	D007971	6194	Novel
33878394	Association	D000077195	6194	Novel
33878394	Positive_Correlation	D017382	D009369	No
33878394	Association	3845	D009369	No
33883167	Association	D009447	4613	No
33883167	Association	D009447	29107	Novel
33883167	Association	D009369	10482	Novel
33883167	Association	29107	4613	Novel
33883167	Bind	10482	55916	No
33883167	Bind	29107	10482	Novel
33883237	Association	C504060	D028361	Novel
33883237	Negative_Correlation	C504060	706	No
33883237	Association	D028361	706	Novel
33883694	Association	D011014	3620	Novel
33883694	Association	D011014	6774	Novel
33883694	Association	D011014	29126	Novel
33887959	Positive_Correlation	D000082	D064420	No
33887959	Association	D000082	D001523	Novel
33887959	Negative_Correlation	D000082	D000111	No
33887959	Positive_Correlation	D000082	D003866	No
33887959	Positive_Correlation	D000082	D062787	No
33887959	Positive_Correlation	D000082	D001523	Novel
33891860	Association	D001424	925	No
33891860	Association	D009369	925	No
33891860	Association	D007239	925	No
33891910	Association	D002784	D010743	No
33891910	Association	D002784	D010713	No
33892270	Negative_Correlation	C093444	16948	No
33892270	Positive_Correlation	D008070	D007249	No
33892270	Association	D008070	11687	No
33892270	Association	D007249	16193	No
33892270	Association	D007249	21926	No
33892270	Negative_Correlation	C093444	11687	Novel
33892270	Negative_Correlation	C037219	11687	Novel
33892270	Negative_Correlation	C093444	D007249	Novel
33892270	Association	D008070	D007249	No
33892270	Negative_Correlation	C037219	16948	No
33892270	Association	D007249	11687	No
33892270	Negative_Correlation	C037219	17709	No
33892270	Negative_Correlation	D014227	17709	Novel
33892270	Association	D007249	17709	No
33892270	Negative_Correlation	C093444	17709	No
33892270	Positive_Correlation	D007249	D008070	No
33892270	Negative_Correlation	C037219	D007249	Novel
33892270	Association	D008070	17709	No
33892346	Positive_Correlation	406937	93649	Novel
33892346	Negative_Correlation	D050197	387163	Novel
33892346	Positive_Correlation	406937	58	Novel
33892346	Association	D005978	406937	Novel
33893150	Negative_Correlation	D015470	217	Novel
33893150	Association	D015470	217	Novel
33893150	Association	D015470	55120	Novel
33893150	Association	D015470	29089	Novel
33893150	Association	D000447	217	No
33894212	Association	D000597	D006333	No
33894212	Negative_Correlation	D000597	D020123	Novel
33894212	Association	D000597	D004194	Novel
33894212	Association	D000597	D003920	No
33894212	Negative_Correlation	D020123	56717	No
33894212	Association	D006331	56717	Novel
33894212	Positive_Correlation	D000597	D006331	Novel
33894212	Positive_Correlation	D000597	D020257	Novel
33894212	Positive_Correlation	D000597	D009765	No
33894212	Association	D000597	D009765	No
33894212	Positive_Correlation	D000597	56717	Novel
33894496	Negative_Correlation	D002945	D055752	No
33894496	Negative_Correlation	D005047	D055752	No
33894496	Positive_Correlation	D005047	D004417	Novel
33895349	Association	D000088562	14810	No
33895349	Positive_Correlation	D009538	14810	Novel
33895349	Positive_Correlation	D009538	D008569	No
33895349	Negative_Correlation	D009538	D000088562	Novel
33895704	Positive_Correlation	4790	5970	Novel
33895704	Bind	5970	4790	No
33895704	Bind	4790	4790	No
33895704	Association	D007249	4790	Novel
33898886	Positive_Correlation	D008345	D020258	Novel
33899786	Association	D055752	10413	Novel
33899786	Association	D007926	7030	Novel
33899786	Association	D055752	7030	Novel
33899786	Association	D007926	10413	Novel
33899786	Association	D009369	7030	Novel
33899786	Positive_Correlation	D007926	10413	Novel
33901493	Association	D015179	5932	Novel
33901493	Association	D009362	5932	Novel
33901493	Negative_Correlation	D015179	442894	Novel
33901493	Association	D009369	5932	Novel
33901493	Negative_Correlation	5932	29102	Novel
33901493	Bind	29102	54487	No
33901493	Negative_Correlation	D009362	442894	Novel
33901493	Association	D015179	442894	Novel
33901621	Positive_Correlation	D003634	D019954	Novel
33901621	Positive_Correlation	D004390	D019954	Novel
33902815	Association	D003903	D000085	Novel
33905568	Association	C535850	215015	Novel
33905668	Negative_Correlation	C457233	D014652	No
33905668	Negative_Correlation	C457233	D002561	Novel
33905668	Positive_Correlation	C457233	596	Novel
33905668	Association	C457233	D010100	Novel
33905668	Association	C457233	D005947	Novel
33905668	Negative_Correlation	C457233	581	Novel
33905668	Negative_Correlation	C457233	D007249	Novel
33905892	Association	D007239	p|SUB|T|1117|I	Novel
33905892	Association	D007239	43740568	Novel
33907466	Association	D002289	100126340	No
33907466	Negative_Correlation	D000093842	D002289	Novel
33907466	Association	D000093842	100126340	Novel
33907821	Association	D014565	6469	Novel
33907821	Association	D010051	6469	No
33908131	Association	D000438	59301	Novel
33908131	Association	D000438	84022	Novel
33908131	Association	D013395	59301	Novel
33910715	Negative_Correlation	C093196	C000606551	Novel
33910715	Negative_Correlation	C000606551	D000086382	No
33914534	Association	D007333	11431	No
33914534	Negative_Correlation	C030985	11431	Novel
33914534	Association	D009765	11431	No
33914534	Association	D009765	16337	No
33914534	Association	C030985	D009765	Novel
33914534	Association	C030985	D003920	Novel
33914534	Positive_Correlation	D007333	11431	No
33914534	Negative_Correlation	C030985	D003920	Novel
33930515	Positive_Correlation	D019190	D007501	No
33930515	Association	D007501	D009369	No
33930515	Association	D007501	D019190	No
33930515	Association	D007501	D002318	No
33930515	Bind	D007501	7018	No
33930965	Negative_Correlation	D009585	D000086382	No
33931488	Association	D009369	5290	No
33931488	Association	5728	D009369	Novel
33931488	Association	5728	D009369	No
33931488	Association	D009369	207	Novel
33931488	Negative_Correlation	207	5728	No
33931488	Association	207	5728	No
33931488	Association	5290	207	No
33931727	Association	D012701	16176	Novel
33931727	Association	D012701	14281	No
33931727	Association	D012701	D001523	Novel
33931727	Association	D012701	D010554	Novel
33931727	Association	D010554	16176	Novel
33932340	Association	D013455	92797	No
33932340	Association	D005978	C027493	Novel
33932340	Association	D002244	92797	No
33932340	Association	D013912	C088694	Novel
33932340	Association	C027493	D002244	No
33932340	Association	D005978	92797	Novel
33932340	Association	C027493	D013455	No
33932340	Association	D012694	C088694	Novel
33932340	Association	D012694	C015102	Novel
33932340	Association	D013912	C015102	Novel
33934848	Cotreatment	C582435	C531958	Novel
33934848	Association	7157	D009369	No
33934848	Association	D016889	5518	Novel
33934848	Association	D016889	898	Novel
33934848	Association	D016889	9825	Novel
33934848	Association	D016889	7157	Novel
33934848	Negative_Correlation	C531958	D016889	Novel
33934848	Association	D016889	4609	Novel
33934848	Association	D009369	1029	Novel
33934848	Association	D016889	1029	Novel
33934848	Positive_Correlation	7157	1029	No
33934848	Negative_Correlation	C582435	D016889	Novel
33937141	Negative_Correlation	D019788	D018275	Novel
33937141	Positive_Correlation	D019788	D044584	Novel
33937141	Association	D019788	D044584	Novel
33937141	Association	D019788	D018275	Novel
33937141	Association	D019788	D001943	Novel
33937943	Negative_Correlation	D018943	D009369	No
33937943	Negative_Correlation	D009369	2064	No
33937943	Association	D009369	2064	No
33939664	Association	D010190	2475	No
33939664	Association	D010190	2185	No
33939664	Association	D008070	D007249	No
33939664	Positive_Correlation	D008070	2475	No
33939664	Association	D010190	207	No
33939664	Association	D010190	7099	Novel
33939664	Positive_Correlation	D008070	207	Novel
33939664	Positive_Correlation	D007249	D008070	No
33939664	Bind	D008070	7099	No
33939664	Positive_Correlation	D008070	D009765	No
33939664	Positive_Correlation	D008070	D007249	No
33939664	Positive_Correlation	D008070	D010190	Novel
33939664	Association	207	2475	No
33939664	Association	D008070	D007249	No
33939664	Association	D008070	D010190	Novel
33939664	Association	D010190	5293	No
33940009	Association	13179	13805	Novel
33940009	Association	13179	16542	Novel
33940009	Association	13179	22339	Novel
33940009	Association	13179	18613	Novel
33940009	Association	13179	11475	Novel
33940513	Positive_Correlation	3439	59272	Novel
33941592	Association	D001943	2064	Novel
33941592	Negative_Correlation	D000080044	2064	Novel
33941592	Association	D009369	2064	Novel
33941592	Negative_Correlation	D000080044	D001943	No
33941592	Negative_Correlation	C485206	2064	Novel
33941592	Cotreatment	D000080044	C485206	No
33941592	Negative_Correlation	C485206	D001943	No
33949769	Positive_Correlation	C536370	c|SUB|G|5935-17|A	Novel
33949769	Association	C536370	3708	Novel
33951536	Positive_Correlation	D000068079	20617	Novel
33951536	Negative_Correlation	D000111	D000068079	Novel
33951536	Positive_Correlation	D009410	20617	Novel
33951536	Positive_Correlation	20617	11350	Novel
33951536	Association	D000111	D005978	No
33951536	Association	D010300	11350	No
33951536	Negative_Correlation	D000111	D009410	Novel
33951536	Negative_Correlation	D000111	D010300	Novel
33951536	Association	D000111	11350	Novel
33951536	Negative_Correlation	D000111	20617	Novel
33951536	Association	D010300	20617	No
33951536	Association	D019636	20617	No
33951560	Association	D007249	3569	Novel
33951560	Association	D007249	3586	Novel
33951560	Association	D016638	925	Novel
33951560	Association	D016638	952	Novel
33951560	Positive_Correlation	D000086382	4283	Novel
33951560	Association	D016638	3002	Novel
33951560	Positive_Correlation	D000086382	3569	Novel
33951560	Positive_Correlation	D000086382	6347	Novel
33951560	Positive_Correlation	D000086382	3002	Novel
33951560	Positive_Correlation	D016638	4283	Novel
33951560	Association	D007249	3569	No
33951560	Positive_Correlation	D000086382	952	Novel
33951560	Positive_Correlation	D016638	3627	Novel
33951560	Positive_Correlation	D000086382	3627	Novel
33951560	Positive_Correlation	D016638	3586	Novel
33951560	Association	D000086382	925	Novel
33951560	Association	D000086382	952	Novel
33951560	Association	D000086382	3002	Novel
33951560	Positive_Correlation	D000086382	3586	Novel
33951560	Positive_Correlation	D016638	3569	Novel
33951560	Association	D007249	6347	No
33951560	Positive_Correlation	D016638	6347	Novel
33952648	Association	5241	D009369	No
33953401	Negative_Correlation	D009369	84505	Novel
33953401	Association	D009369	9869	Novel
33953401	Association	D009369	84505	Novel
33955100	Association	D000438	14799	Novel
33955100	Negative_Correlation	D000438	C067506	Novel
33955100	Association	D002118	D000438	Novel
33955100	Association	D018698	D019966	No
33955100	Association	D000437	14799	Novel
33957263	Positive_Correlation	D009369	56717	Novel
33957263	Negative_Correlation	C009342	D005492	Novel
33957263	Positive_Correlation	C009342	56717	Novel
33957263	Association	C009342	D009369	Novel
33960602	Association	D001007	3362	Novel
33960602	Association	D003072	3362	Novel
33960602	Association	3362	20423	Novel
33960602	Association	D000072661	3362	Novel
33960643	Association	D006948	307940	Novel
33960643	Association	D000067073	307940	No
33960643	Association	D019958	307940	Novel
33960643	Association	D001007	307940	Novel
33961861	Positive_Correlation	D001289	c|SUB|G|373|A	Novel
33961861	Association	D001289	6529	Novel
33961861	Association	D003072	6529	Novel
33961861	Positive_Correlation	D004831	p|SUB|V|125|M	Novel
33961861	Association	D012640	6529	Novel
33961861	Positive_Correlation	D014316	p|SUB|V|125|M	Novel
33961861	Positive_Correlation	D012640	p|SUB|V|125|M	Novel
33961861	Association	D004832	6529	Novel
33961861	Positive_Correlation	D001289	p|SUB|V|125|M	Novel
33961861	Positive_Correlation	D004831	c|SUB|G|373|A	Novel
33961861	Association	D002658	6529	No
33961861	Association	D004831	6529	Novel
33961861	Association	D004827	6529	Novel
33961904	Association	1499	3172	No
33961904	Association	D007239	1499	Novel
33961904	Association	C536395	1499	Novel
33961904	Bind	1499	3172	Novel
33961939	Association	D000088562	713807	Novel
33961939	Association	D007239	713807	Novel
33963482	Association	D009369	653108	Novel
33963482	Association	925	29126	Novel
33963482	Association	D009369	920	Novel
33963482	Association	D001943	925	Novel
33963482	Association	D009369	925	Novel
33963482	Association	925	653108	Novel
33963547	Positive_Correlation	11606	14473	Novel
33963547	Positive_Correlation	11606	497757	Novel
33963547	Association	D006152	497757	Novel
33964370	Negative_Correlation	18016	22601	Novel
33964370	Association	D065626	6901	Novel
33964370	Association	D063646	18016	Novel
33964370	Association	77411	10413	Novel
33964370	Association	D007249	4771	No
33964370	Positive_Correlation	77411	18016	No
33964370	Association	D065626	77411	Novel
33964370	Association	D063646	77411	Novel
33964370	Association	D065626	10413	Novel
33964370	Association	77411	6901	Novel
33964370	Negative_Correlation	D007249	77411	Novel
33964370	Association	D007249	18016	Novel
33964370	Association	D063646	10413	Novel
33964370	Positive_Correlation	D007249	22601	Novel
33964370	Association	D063646	6901	Novel
33964370	Negative_Correlation	D009369	18016	No
33964370	Association	D007249	6901	Novel
33964370	Association	D007249	10413	Novel
33964370	Association	D063646	4771	Novel
33964370	Positive_Correlation	D007249	6901	Novel
33964370	Association	D065626	18016	Novel
33964664	Association	D001241	D004281	Novel
33964664	Association	D001241	D015525	Novel
33964664	Negative_Correlation	D004281	D002318	Novel
33964664	Association	D015525	D002318	Novel
33964664	Association	D001241	D015118	Novel
33964664	Negative_Correlation	D015118	D002318	Novel
33964664	Negative_Correlation	D001241	D002318	No
33964730	Negative_Correlation	D002047	D009293	No
33965396	Association	D063388	D010554	Novel
33965396	Positive_Correlation	D003042	D007174	No
33965396	Association	D063388	D019966	Novel
33965396	Positive_Correlation	D013759	D007174	Novel
33965396	Negative_Correlation	D063388	D010554	Novel
33965396	Association	D002186	D007174	No
33965396	Negative_Correlation	D003042	C103505	Novel
33965396	Negative_Correlation	C103505	D013759	Novel
33965396	Negative_Correlation	D002186	D007174	No
33965396	Positive_Correlation	D003042	D013759	Novel
33965669	Association	1621	D009638	No
33967591	Association	3620	3458	Novel
33967591	Association	D009243	23410	Novel
33971182	Negative_Correlation	D013196	12981	Novel
33971182	Negative_Correlation	D013196	D007249	Novel
33971182	Positive_Correlation	11835	D013196	No
33971182	Negative_Correlation	D013196	16163	Novel
33971585	Association	D014777	29968	Novel
33971585	Association	D014777	5591	Novel
33971585	Association	D001327	54097	Novel
33971585	Association	D001327	5591	Novel
33971585	Association	D014777	7345	Novel
33971585	Association	D003871	D001327	Novel
33971585	Association	D001327	23646	Novel
33971585	Positive_Correlation	D001327	136991	Novel
33971585	Association	D001327	728642	Novel
33971585	Association	D001327	7874	Novel
33971585	Association	D001327	7317	Novel
33971585	Association	D014777	7317	Novel
33971585	Association	D014777	728642	Novel
33971585	Association	D001327	136991	Novel
33971585	Association	D001327	7941	Novel
33971585	Association	D014777	23646	Novel
33971585	Association	D014777	7874	Novel
33971585	Positive_Correlation	D001327	54097	Novel
33971585	Association	D001327	7345	Novel
33971585	Association	D000086382	136991	No
33971585	Association	D001327	6513	Novel
33975381	Association	D008103	80339	Novel
33975381	Association	D017093	345275	Novel
33975381	Association	D065626	345275	Novel
33975381	Association	D065626	80339	Novel
33975381	Association	D008103	345275	Novel
33975465	Negative_Correlation	D005472	D013274	No
33975465	Negative_Correlation	C582435	2064	Novel
33975465	Negative_Correlation	D000077150	D013274	No
33975465	Negative_Correlation	D002945	D013274	No
33975465	Negative_Correlation	D010984	D013274	No
33975465	Negative_Correlation	C582435	D013274	No
33975465	Association	D013274	2064	No
33975465	Negative_Correlation	C582435	D009369	No
33975465	Negative_Correlation	D000069287	D013274	No
33975465	Negative_Correlation	D002945	D009369	No
33975465	Negative_Correlation	D005472	D009369	No
33975465	Negative_Correlation	D000069287	D013274	No
33977560	Negative_Correlation	D000068580	1137	No
33979483	Negative_Correlation	D007288	284131	No
33981038	Association	D009369	1723	Novel
33981038	Association	C004768	1723	Novel
33981038	Association	D009963	1723	No
33981038	Association	D014529	D009369	No
33981038	Cotreatment	C046943	D012460	Novel
33981038	Negative_Correlation	C046943	D009369	Novel
33981038	Negative_Correlation	D014451	1723	Novel
33981038	Negative_Correlation	C046943	1723	No
33981038	Negative_Correlation	C003741	1723	Novel
33981038	Association	D008055	1723	Novel
33981038	Negative_Correlation	D012460	D009369	Novel
33982892	Negative_Correlation	D000493	D014527	Novel
33983685	Positive_Correlation	406884	51284	Novel
33983685	Association	C536657	51284	Novel
33983685	Association	C536657	406884	Novel
33984771	Association	C097188	29424	No
33984771	Association	C097188	D006816	No
33984771	Association	D006816	29424	No
33984771	Positive_Correlation	C097188	D006816	No
33987320	Association	D003317	rs771397083	Novel
33987320	Association	D003317	4166	No
33987320	Association	D003317	rs1465389120	Novel
33987888	Association	D012509	2130	Novel
33987888	Association	D009369	7088	Novel
33987888	Association	D009369	51727	Novel
33987888	Association	D012509	6756	Novel
33987888	Association	D009369	54880	Novel
33987888	Association	D012512	6756	No
33987888	Association	D009369	2130	Novel
33987888	Association	D013584	2130	No
33987888	Association	6663	D009369	Novel
33987888	Association	D012512	2130	No
33987888	Association	D009369	4267	Novel
33987888	Association	D009369	4582	Novel
33987888	Association	D009369	238	No
33987888	Association	D013584	6756	Novel
33987888	Association	54880	D009369	No
33988072	Association	D016393	596	No
33988072	Association	D009369	596	Novel
33988072	Association	D016393	4005	Novel
33988072	Association	D016393	4609	No
33988072	Association	D009369	4609	Novel
33988072	Association	D009369	4005	Novel
33990494	Association	D015658	6462	Novel
33990494	Negative_Correlation	D015215	6462	Novel
33990494	Negative_Correlation	D015658	D015215	No
33990494	Negative_Correlation	6462	920	Novel
33990494	Positive_Correlation	D015658	6462	Novel
33992669	Association	D001523	2746	Novel
33992669	Association	D001523	2894	Novel
33992669	Association	D001321	2746	Novel
33992669	Association	D003865	2894	No
33992669	Association	D003865	2746	Novel
33992669	Association	D012559	2746	Novel
33992669	Association	D001714	2746	Novel
33992669	Association	D012559	2894	No
33992669	Association	D001714	2894	No
33992669	Association	D001321	2894	Novel
33992684	Negative_Correlation	D015525	D001342	Novel
33992684	Negative_Correlation	D000077185	D007249	Novel
33992684	Negative_Correlation	D008687	D008659	Novel
33992684	Positive_Correlation	D050197	D002784	No
33992684	Negative_Correlation	D008687	D007249	Novel
33992684	Negative_Correlation	D015525	D007249	Novel
33992684	Positive_Correlation	D050171	D002784	No
33992684	Negative_Correlation	C016766	D007249	Novel
33992693	Bind	43740568	59272	Novel
33993817	Positive_Correlation	D000068799	D006470	No
33993817	Positive_Correlation	D000077486	D006470	No
33993817	Negative_Correlation	D000077144	64805	No
33993817	Negative_Correlation	D000077486	64805	No
33993817	Positive_Correlation	D000077144	D013927	No
33993817	Negative_Correlation	D000068799	64805	No
33994371	Cotreatment	C000600493	D000077767	Novel
33994371	Positive_Correlation	C000600493	3439	Novel
33994371	Negative_Correlation	D000077767	D009369	Novel
33994371	Negative_Correlation	C000600493	D009447	Novel
33994371	Negative_Correlation	D000077767	9734	No
33994371	Negative_Correlation	C000600493	D009369	Novel
33994371	Positive_Correlation	D000077767	3439	Novel
33994371	Negative_Correlation	D000077767	D009447	Novel
33994371	Association	D009447	4613	No
33998629	Association	D006493	1950	Novel
33998993	Negative_Correlation	C080598	D061686	No
33998993	Negative_Correlation	D017374	D061686	No
33999437	Association	D015427	16409	Novel
33999437	Positive_Correlation	276891	16153	Novel
33999437	Association	D007249	21926	No
33999437	Negative_Correlation	276891	21926	Novel
33999437	Association	D007249	276891	Novel
33999437	Association	D015427	276891	Novel
33999437	Association	16153	D007249	Novel
34000358	Association	D000086382	59272	Novel
34000358	Negative_Correlation	59272	3605	Novel
34000358	Negative_Correlation	D000086382	6648	Novel
34000358	Association	D059347	59272	Novel
34000358	Negative_Correlation	59272	3569	Novel
34000358	Association	D058186	8862	Novel
34000358	Negative_Correlation	59272	7124	Novel
34000358	Association	D007249	7124	No
34000358	Association	59272	3586	Novel
34000358	Association	3605	6648	Novel
34000358	Negative_Correlation	D006333	59272	Novel
34000358	Association	D007249	3605	No
34000358	Association	D007249	7124	Novel
34000358	Association	D007249	3569	Novel
34000358	Association	8862	3586	Novel
34000358	Negative_Correlation	C529054	246787	Novel
34000358	Association	D003920	59272	Novel
34000358	Association	D007249	7124	Novel
34000358	Association	D059347	6524	Novel
34000358	Association	3553	6648	Novel
34000358	Positive_Correlation	D003920	1906	Novel
34000358	Association	D007249	3553	Novel
34000358	Positive_Correlation	C529054	70008	Novel
34000358	Association	D059347	8862	Novel
34000358	Association	D005355	30878	Novel
34000358	Association	D005355	246787	Novel
34000358	Association	D003920	6524	Novel
34000358	Negative_Correlation	59272	3553	Novel
34000358	Negative_Correlation	C529054	D003920	Novel
34000358	Negative_Correlation	8862	6648	Novel
34000358	Association	D000086382	8862	Novel
34000358	Negative_Correlation	D003920	8862	Novel
34000358	Association	D059347	1906	Novel
34000358	Negative_Correlation	D006333	8862	Novel
34000358	Association	D003920	8862	Novel
34000358	Association	D005355	70008	Novel
34000358	Negative_Correlation	C529054	D005355	Novel
34000358	Negative_Correlation	D058186	59272	Novel
34000358	Association	D000086382	6524	Novel
34000358	Association	D007249	3553	Novel
34000358	Positive_Correlation	C529054	30878	Novel
34000358	Association	59272	6648	Novel
34000358	Association	D007249	3586	Novel
34000358	Negative_Correlation	D058186	8862	Novel
34000358	Negative_Correlation	D003920	59272	Novel
34001775	Comparison	D002047	D008691	No
34001775	Negative_Correlation	D002047	D009293	No
34001775	Negative_Correlation	D002047	D010146	No
34003565	Comparison	C562325	C098320	Novel
34003565	Association	D005947	D003920	Novel
34003565	Negative_Correlation	C562325	D016640	Novel
34003565	Negative_Correlation	D015658	C098320	No
34006524	Negative_Correlation	18003	20869	Novel
34006524	Association	D002289	20869	No
34006524	Association	D002289	22059	No
34006524	Negative_Correlation	D002289	18003	Novel
34006524	Association	16653	D009369	No
34006524	Negative_Correlation	D002738	D009369	Novel
34006524	Negative_Correlation	20869	D009369	Novel
34006524	Association	D002289	20779	No
34006524	Association	D009369	20869	Novel
34006524	Association	D002289	18003	Novel
34006524	Association	D009369	20779	No
34006524	Association	D002289	16653	No
34006524	Negative_Correlation	D009369	18003	Novel
34006524	Positive_Correlation	18003	20779	No
34006524	Association	D009369	11651	Novel
34008498	Negative_Correlation	D003643	920	Novel
34008498	Negative_Correlation	D003643	925	Novel
34008498	Negative_Correlation	D003643	54474	Novel
34009685	Association	109305	11433	Novel
34009685	Association	21943	11433	Novel
34010229	Association	D005227	D007634	Novel
34010229	Association	D005227	D015352	Novel
34010229	Negative_Correlation	C058787	D015352	No
34010229	Negative_Correlation	D014199	D007249	Novel
34010229	Negative_Correlation	C058787	D000309	No
34011628	Association	C567730	6531	No
34011628	Positive_Correlation	D019636	7124	Novel
34011628	Association	6531	7124	Novel
34011628	Positive_Correlation	D020258	6531	Novel
34011628	Association	D007249	7124	Novel
34011628	Negative_Correlation	C567730	6531	No
34011628	Positive_Correlation	C567730	7124	Novel
34011628	Association	D007249	7124	Novel
34011628	Association	D004298	C567730	No
34011628	Association	D019636	6531	Novel
34011628	Association	C567730	7124	Novel
34011628	Association	C537537	6531	Novel
34011628	Association	D007249	6531	Novel
34011628	Positive_Correlation	D004298	D020258	No
34011628	Positive_Correlation	D004298	D020258	Novel
34011628	Association	C545747	6531	Novel
34011628	Positive_Correlation	D014202	6531	Novel
34011628	Association	D019636	7124	Novel
34011631	Negative_Correlation	18033	D009369	No
34011631	Association	329	4790	Novel
34011631	Association	330	4790	Novel
34011631	Association	18033	15978	Novel
34011631	Association	D009369	12010	No
34011631	Bind	4790	4790	No
34011631	Association	4790	D009369	No
34011631	Association	4790	D009369	Novel
34011631	Association	D009369	15978	Novel
34011631	Association	D009369	18033	Novel
34015627	Negative_Correlation	D006493	D012851	No
34016879	Association	5205	rs11568372	Novel
34016879	Association	D011537	5205	Novel
34016879	Association	D005183	8647	Novel
34016879	Association	D013921	8714	Novel
34016879	Association	D011537	8647	Novel
34016879	Association	5205	rs72549402	Novel
34019788	Negative_Correlation	1387	8841	Novel
34019788	Negative_Correlation	1387	9611	Novel
34019788	Association	2033	D009369	No
34019788	Negative_Correlation	2033	8841	Novel
34019788	Negative_Correlation	2033	9611	Novel
34019788	Association	7403	D009369	No
34019793	Association	D009369	54209	Novel
34019793	Association	D002292	348	Novel
34019793	Association	D002292	54209	Novel
34019793	Association	D009369	348	Novel
34019793	Positive_Correlation	D009369	54209	Novel
34019793	Positive_Correlation	D009369	348	Novel
34019797	Negative_Correlation	C477478	54878	No
34019797	Bind	22900	54878	Novel
34019797	Association	C477478	22900	Novel
34019797	Negative_Correlation	C477478	91039	No
34019797	Association	22900	834	No
34020266	Positive_Correlation	D005947	7099	Novel
34020266	Negative_Correlation	7099	10411	Novel
34020266	Association	D003920	21898	Novel
34020266	Association	D003920	7099	No
34020266	Negative_Correlation	C507035	21898	Novel
34020266	Association	D005947	10411	No
34020266	Association	D003920	223864	Novel
34020266	Negative_Correlation	C507035	D003920	Novel
34020266	Association	D005947	D003920	Novel
34020266	Association	D009410	21898	Novel
34020266	Negative_Correlation	223864	7099	Novel
